payment_id,member_id,payment_date,amount_eur,discount_pct,membership_type,payment_method,invoice_number,status
16233,343,2023-11-08,18.7,15,Senior,Online,INV-2023-016233,Paid
16234,354,2023-10-14,65.0,0,Premium,Bank Transfer,INV-2023-016234,Paid
16235,497,2022-08-19,61.75,5,Premium,Online,INV-2022-016235,Paid
16236,390,2025-02-23,61.75,5,Premium,PayPal,INV-2025-016236,Paid
16237,301,2023-09-03,90.0,0,VIP,Cash,INV-2023-016237,Paid
16238,293,2022-01-15,65.0,0,Premium,PayPal,INV-2022-016238,Paid
16239,680,2022-12-12,35.0,0,Monthly,Cash,INV-2022-016239,Paid
16240,789,2025-03-25,22.0,0,Senior,Card,INV-2025-016240,Paid
16241,512,2023-11-26,28.0,20,Monthly,Cash,INV-2023-016241,Paid
16242,636,2023-12-05,75.0,0,Family,Bank Transfer,INV-2023-016242,Failed
16243,362,2024-03-11,8.0,0,Day Pass,Online,INV-2024-016243,Paid
16244,106,2022-03-24,35.0,0,Monthly,Cash,INV-2022-016244,Paid
16245,717,2024-09-09,7.6,5,Day Pass,PayPal,INV-2024-016245,Paid
16246,1032,2025-01-30,8.0,0,Day Pass,Bank Transfer,INV-2025-016246,Paid
16247,625,2024-08-16,90.0,0,VIP,Cash,INV-2024-016247,Pending
16248,1120,2022-07-17,55.0,0,Corporate,Card,INV-2022-016248,Paid
16249,819,2023-04-20,19.8,10,Senior,Online,INV-2023-016249,Paid
16250,685,2025-01-28,22.5,10,Basic,Card,INV-2025-016250,Pending
16251,841,2022-06-02,22.0,0,Senior,Card,INV-2022-016251,Paid
16252,876,2022-12-04,25.0,0,Basic,Card,INV-2022-016252,Paid
16253,346,2022-08-06,35.0,0,Monthly,Bank Transfer,INV-2022-016253,Paid
16254,1105,2023-09-23,6.4,20,Day Pass,Online,INV-2023-016254,Paid
16255,313,2024-08-01,75.0,0,Family,PayPal,INV-2024-016255,Paid
16256,585,2023-04-11,55.0,0,Corporate,Online,INV-2023-016256,Paid
16257,1169,2022-02-01,18.0,10,Student,Cash,INV-2022-016257,Paid
16258,689,2025-02-26,21.25,15,Basic,Bank Transfer,INV-2025-016258,Paid
16259,957,2025-02-24,90.0,0,VIP,Cash,INV-2025-016259,Paid
16260,963,2023-01-07,25.0,0,Basic,Card,INV-2023-016260,Paid
16261,624,2023-10-11,75.0,0,Family,Card,INV-2023-016261,Paid
16262,1163,2022-09-29,40.0,0,Standard,Card,INV-2022-016262,Paid
16263,545,2022-01-10,90.0,0,VIP,PayPal,INV-2022-016263,Paid
16264,1160,2022-09-02,65.0,0,Premium,Bank Transfer,INV-2022-016264,Paid
16265,595,2024-09-22,35.0,0,Monthly,Online,INV-2024-016265,Paid
16266,224,2023-08-09,35.0,0,Monthly,Bank Transfer,INV-2023-016266,Paid
16267,409,2023-12-13,25.0,0,Basic,Cash,INV-2023-016267,Paid
16268,851,2022-07-26,81.0,10,VIP,Bank Transfer,INV-2022-016268,Paid
16269,760,2023-10-07,20.0,0,Student,Bank Transfer,INV-2023-016269,Paid
16270,345,2024-01-29,25.0,0,Basic,PayPal,INV-2024-016270,Paid
16271,957,2023-10-09,90.0,0,VIP,Bank Transfer,INV-2023-016271,Paid
16272,748,2023-07-29,44.0,20,Corporate,Card,INV-2023-016272,Paid
16273,1064,2022-06-29,20.0,0,Student,Card,INV-2022-016273,Paid
16274,1156,2023-02-04,22.0,0,Senior,Online,INV-2023-016274,Paid
16275,344,2022-11-23,25.0,0,Basic,Bank Transfer,INV-2022-016275,Paid
16276,1134,2023-07-17,65.0,0,Premium,PayPal,INV-2023-016276,Paid
16277,649,2024-06-02,22.0,0,Senior,PayPal,INV-2024-016277,Paid
16278,768,2023-11-19,90.0,0,VIP,Card,INV-2023-016278,Paid
16279,317,2022-03-04,90.0,0,VIP,Online,INV-2022-016279,Paid
16280,325,2024-02-15,8.0,0,Day Pass,PayPal,INV-2024-016280,Paid
16281,324,2024-02-15,65.0,0,Premium,PayPal,INV-2024-016281,Paid
16282,281,2023-11-02,20.9,5,Senior,Bank Transfer,INV-2023-016282,Paid
16283,85,2022-04-19,22.0,0,Senior,Bank Transfer,INV-2022-016283,Paid
16284,449,2022-08-24,55.0,0,Corporate,Cash,INV-2022-016284,Paid
16285,479,2022-02-05,8.0,0,Day Pass,Cash,INV-2022-016285,Paid
16286,105,2022-05-23,40.0,0,Standard,Online,INV-2022-016286,Paid
16287,496,2025-01-07,22.0,0,Senior,PayPal,INV-2025-016287,Paid
16288,612,2024-05-22,75.0,0,Family,Online,INV-2024-016288,Paid
16289,989,2023-07-19,20.0,0,Student,Card,INV-2023-016289,Paid
16290,729,2025-03-17,90.0,0,VIP,Card,INV-2025-016290,Refunded
16291,375,2022-06-17,20.0,0,Student,Bank Transfer,INV-2022-016291,Paid
16292,395,2024-03-31,90.0,0,VIP,Bank Transfer,INV-2024-016292,Paid
16293,860,2023-07-03,90.0,0,VIP,Online,INV-2023-016293,Paid
16294,621,2023-06-06,35.0,0,Monthly,Online,INV-2023-016294,Paid
16295,534,2022-05-16,75.0,0,Family,Card,INV-2022-016295,Paid
16296,841,2022-04-02,22.0,0,Senior,Cash,INV-2022-016296,Failed
16297,77,2024-04-19,90.0,0,VIP,Card,INV-2024-016297,Paid
16298,694,2025-02-11,22.0,0,Senior,Card,INV-2025-016298,Paid
16299,527,2023-09-18,20.0,0,Student,Online,INV-2023-016299,Paid
16300,536,2024-03-31,8.0,0,Day Pass,PayPal,INV-2024-016300,Paid
16301,1146,2022-10-16,25.0,0,Basic,Card,INV-2022-016301,Paid
16302,135,2023-06-10,55.25,15,Premium,PayPal,INV-2023-016302,Paid
16303,994,2023-11-25,65.0,0,Premium,Cash,INV-2023-016303,Paid
16304,668,2023-11-12,25.0,0,Basic,Bank Transfer,INV-2023-016304,Failed
16305,225,2022-08-03,55.0,0,Corporate,Cash,INV-2022-016305,Paid
16306,909,2022-03-20,7.2,10,Day Pass,Online,INV-2022-016306,Paid
16307,1159,2022-11-21,25.0,0,Basic,Cash,INV-2022-016307,Paid
16308,51,2022-01-31,40.0,0,Standard,Card,INV-2022-016308,Failed
16309,854,2024-09-17,46.75,15,Corporate,Bank Transfer,INV-2024-016309,Paid
16310,1032,2022-09-11,7.2,10,Day Pass,Online,INV-2022-016310,Paid
16311,1101,2022-04-23,20.0,0,Student,Cash,INV-2022-016311,Paid
16312,67,2023-04-27,23.75,5,Basic,PayPal,INV-2023-016312,Paid
16313,216,2022-01-03,90.0,0,VIP,Cash,INV-2022-016313,Paid
16314,184,2023-08-06,20.0,0,Student,Bank Transfer,INV-2023-016314,Paid
16315,948,2022-05-14,55.0,0,Corporate,Card,INV-2022-016315,Paid
16316,126,2022-02-25,25.0,0,Basic,Online,INV-2022-016316,Paid
16317,1162,2025-01-17,55.0,0,Corporate,Bank Transfer,INV-2025-016317,Paid
16318,436,2022-06-07,22.0,0,Senior,Online,INV-2022-016318,Paid
16319,58,2024-03-22,25.0,0,Basic,Online,INV-2024-016319,Paid
16320,986,2023-01-15,44.0,20,Corporate,PayPal,INV-2023-016320,Paid
16321,252,2024-08-30,8.0,0,Day Pass,Online,INV-2024-016321,Paid
16322,986,2022-11-20,55.0,0,Corporate,Bank Transfer,INV-2022-016322,Paid
16323,1013,2022-05-26,22.0,0,Senior,Bank Transfer,INV-2022-016323,Paid
16324,264,2023-08-18,35.0,0,Monthly,PayPal,INV-2023-016324,Paid
16325,869,2022-05-31,65.0,0,Premium,Bank Transfer,INV-2022-016325,Refunded
16326,761,2023-10-12,75.0,0,Family,Online,INV-2023-016326,Paid
16327,993,2022-01-06,25.0,0,Basic,Bank Transfer,INV-2022-016327,Paid
16328,252,2024-05-17,7.2,10,Day Pass,Online,INV-2024-016328,Paid
16329,192,2024-01-03,75.0,0,Family,Card,INV-2024-016329,Paid
16330,649,2023-09-15,22.0,0,Senior,PayPal,INV-2023-016330,Paid
16331,843,2024-06-01,35.0,0,Monthly,Online,INV-2024-016331,Paid
16332,843,2025-03-14,35.0,0,Monthly,Card,INV-2025-016332,Paid
16333,958,2024-10-27,35.0,0,Monthly,Card,INV-2024-016333,Paid
16334,820,2022-01-25,90.0,0,VIP,Cash,INV-2022-016334,Paid
16335,1016,2024-05-18,22.0,0,Senior,Card,INV-2024-016335,Paid
16336,595,2024-09-12,31.5,10,Monthly,PayPal,INV-2024-016336,Paid
16337,482,2022-01-06,25.0,0,Basic,Card,INV-2022-016337,Paid
16338,149,2024-09-19,40.0,0,Standard,Online,INV-2024-016338,Paid
16339,112,2023-04-01,25.0,0,Basic,Online,INV-2023-016339,Paid
16340,1040,2022-02-11,55.0,0,Corporate,Bank Transfer,INV-2022-016340,Paid
16341,710,2023-08-17,20.0,0,Student,Cash,INV-2023-016341,Pending
16342,51,2023-02-08,40.0,0,Standard,Cash,INV-2023-016342,Refunded
16343,263,2023-05-27,40.0,0,Standard,Bank Transfer,INV-2023-016343,Paid
16344,106,2024-07-12,35.0,0,Monthly,Cash,INV-2024-016344,Paid
16345,1147,2023-05-31,65.0,0,Premium,Online,INV-2023-016345,Paid
16346,1131,2022-08-16,65.0,0,Premium,Bank Transfer,INV-2022-016346,Paid
16347,984,2024-01-28,20.0,0,Student,Bank Transfer,INV-2024-016347,Pending
16348,590,2024-02-18,60.0,20,Family,Online,INV-2024-016348,Paid
16349,888,2024-06-09,75.0,0,Family,Online,INV-2024-016349,Paid
16350,185,2023-03-05,75.0,0,Family,Online,INV-2023-016350,Paid
16351,1151,2024-12-15,75.0,0,Family,PayPal,INV-2024-016351,Paid
16352,934,2023-11-04,35.0,0,Monthly,PayPal,INV-2023-016352,Paid
16353,1072,2022-02-20,8.0,0,Day Pass,PayPal,INV-2022-016353,Paid
16354,476,2024-08-23,20.0,0,Student,Online,INV-2024-016354,Paid
16355,108,2023-04-20,35.0,0,Monthly,Card,INV-2023-016355,Failed
16356,145,2024-11-30,8.0,0,Day Pass,Card,INV-2024-016356,Paid
16357,84,2022-12-30,65.0,0,Premium,Cash,INV-2022-016357,Paid
16358,478,2023-11-12,90.0,0,VIP,Online,INV-2023-016358,Paid
16359,1149,2023-06-21,20.0,0,Student,Card,INV-2023-016359,Paid
16360,875,2022-06-08,8.0,0,Day Pass,Online,INV-2022-016360,Paid
16361,709,2022-07-12,75.0,0,Family,Cash,INV-2022-016361,Paid
16362,351,2022-11-11,90.0,0,VIP,Cash,INV-2022-016362,Paid
16363,777,2024-11-12,65.0,0,Premium,Bank Transfer,INV-2024-016363,Paid
16364,792,2023-11-10,75.0,0,Family,Card,INV-2023-016364,Paid
16365,620,2022-10-17,20.0,0,Student,Cash,INV-2022-016365,Pending
16366,779,2024-08-13,40.0,0,Standard,Card,INV-2024-016366,Paid
16367,395,2024-10-23,90.0,0,VIP,Bank Transfer,INV-2024-016367,Paid
16368,1031,2023-08-07,8.0,0,Day Pass,PayPal,INV-2023-016368,Paid
16369,612,2024-08-11,75.0,0,Family,PayPal,INV-2024-016369,Pending
16370,1088,2022-06-15,25.0,0,Basic,PayPal,INV-2022-016370,Paid
16371,13,2024-10-14,19.0,5,Student,Online,INV-2024-016371,Pending
16372,203,2023-06-05,22.5,10,Basic,PayPal,INV-2023-016372,Paid
16373,17,2024-05-25,16.0,20,Student,PayPal,INV-2024-016373,Paid
16374,904,2022-06-14,20.0,0,Student,Online,INV-2022-016374,Refunded
16375,643,2023-01-14,35.0,0,Monthly,Online,INV-2023-016375,Paid
16376,415,2024-03-17,35.0,0,Monthly,Cash,INV-2024-016376,Paid
16377,830,2024-07-01,8.0,0,Day Pass,Bank Transfer,INV-2024-016377,Paid
16378,1122,2024-02-22,8.0,0,Day Pass,Cash,INV-2024-016378,Paid
16379,207,2022-09-23,25.0,0,Basic,PayPal,INV-2022-016379,Paid
16380,1085,2023-10-21,8.0,0,Day Pass,Card,INV-2023-016380,Paid
16381,535,2022-07-13,35.0,0,Monthly,PayPal,INV-2022-016381,Paid
16382,513,2024-08-02,90.0,0,VIP,Online,INV-2024-016382,Pending
16383,395,2023-10-30,85.5,5,VIP,Card,INV-2023-016383,Pending
16384,726,2022-03-31,55.0,0,Corporate,Bank Transfer,INV-2022-016384,Failed
16385,459,2022-02-27,22.0,0,Senior,Cash,INV-2022-016385,Paid
16386,184,2022-03-16,20.0,0,Student,PayPal,INV-2022-016386,Paid
16387,93,2024-02-01,8.0,0,Day Pass,Online,INV-2024-016387,Paid
16388,894,2024-08-11,65.0,0,Premium,Cash,INV-2024-016388,Paid
16389,707,2022-05-19,22.0,0,Senior,PayPal,INV-2022-016389,Paid
16390,573,2022-07-31,76.5,15,VIP,PayPal,INV-2022-016390,Paid
16391,617,2022-06-25,55.0,0,Corporate,Card,INV-2022-016391,Paid
16392,311,2023-09-15,8.0,0,Day Pass,PayPal,INV-2023-016392,Paid
16393,997,2023-02-16,35.0,0,Monthly,Cash,INV-2023-016393,Paid
16394,433,2024-01-16,40.0,0,Standard,PayPal,INV-2024-016394,Paid
16395,923,2022-05-23,25.0,0,Basic,Bank Transfer,INV-2022-016395,Paid
16396,269,2022-01-10,25.0,0,Basic,Cash,INV-2022-016396,Paid
16397,265,2024-06-27,22.5,10,Basic,Card,INV-2024-016397,Paid
16398,1004,2022-02-26,55.0,0,Corporate,Cash,INV-2022-016398,Paid
16399,1094,2023-12-07,75.0,0,Family,Bank Transfer,INV-2023-016399,Paid
16400,140,2023-07-09,35.0,0,Monthly,PayPal,INV-2023-016400,Paid
16401,1128,2022-08-24,55.0,0,Corporate,PayPal,INV-2022-016401,Paid
16402,1172,2023-05-19,90.0,0,VIP,Card,INV-2023-016402,Paid
16403,755,2023-10-26,65.0,0,Premium,Bank Transfer,INV-2023-016403,Paid
16404,43,2024-03-02,8.0,0,Day Pass,Bank Transfer,INV-2024-016404,Paid
16405,812,2023-03-03,40.0,0,Standard,PayPal,INV-2023-016405,Pending
16406,23,2025-01-30,65.0,0,Premium,Card,INV-2025-016406,Paid
16407,1179,2024-10-19,22.0,0,Senior,Online,INV-2024-016407,Paid
16408,668,2024-06-01,25.0,0,Basic,Online,INV-2024-016408,Paid
16409,349,2025-01-04,35.0,0,Monthly,Cash,INV-2025-016409,Pending
16410,674,2023-05-16,75.0,0,Family,Bank Transfer,INV-2023-016410,Paid
16411,391,2023-02-05,40.0,0,Standard,Bank Transfer,INV-2023-016411,Paid
16412,1063,2022-11-12,75.0,0,Family,PayPal,INV-2022-016412,Refunded
16413,543,2023-07-13,20.0,0,Student,Online,INV-2023-016413,Paid
16414,321,2022-04-01,6.8,15,Day Pass,Cash,INV-2022-016414,Paid
16415,631,2024-10-20,35.0,0,Monthly,PayPal,INV-2024-016415,Paid
16416,960,2023-01-29,75.0,0,Family,Cash,INV-2023-016416,Paid
16417,333,2022-06-30,75.0,0,Family,PayPal,INV-2022-016417,Paid
16418,69,2022-11-24,65.0,0,Premium,Cash,INV-2022-016418,Paid
16419,1112,2023-07-18,35.0,0,Monthly,Bank Transfer,INV-2023-016419,Paid
16420,939,2022-04-03,25.0,0,Basic,Cash,INV-2022-016420,Paid
16421,173,2023-11-16,8.0,0,Day Pass,Card,INV-2023-016421,Paid
16422,650,2024-05-24,23.75,5,Basic,Online,INV-2024-016422,Paid
16423,486,2024-06-17,40.0,0,Standard,Card,INV-2024-016423,Paid
16424,931,2024-06-18,32.0,20,Standard,PayPal,INV-2024-016424,Paid
16425,993,2023-11-07,25.0,0,Basic,PayPal,INV-2023-016425,Failed
16426,1002,2023-08-19,35.0,0,Monthly,Bank Transfer,INV-2023-016426,Paid
16427,976,2022-03-14,8.0,0,Day Pass,Cash,INV-2022-016427,Paid
16428,186,2022-10-08,90.0,0,VIP,Bank Transfer,INV-2022-016428,Paid
16429,1047,2023-03-24,90.0,0,VIP,PayPal,INV-2023-016429,Paid
16430,346,2022-05-14,35.0,0,Monthly,Card,INV-2022-016430,Paid
16431,304,2023-12-25,25.0,0,Basic,Bank Transfer,INV-2023-016431,Paid
16432,303,2024-07-18,40.0,0,Standard,Online,INV-2024-016432,Pending
16433,1163,2023-04-29,40.0,0,Standard,Bank Transfer,INV-2023-016433,Failed
16434,389,2022-09-27,25.0,0,Basic,PayPal,INV-2022-016434,Refunded
16435,394,2022-12-16,90.0,0,VIP,Cash,INV-2022-016435,Paid
16436,17,2024-10-09,20.0,0,Student,Cash,INV-2024-016436,Paid
16437,63,2025-01-25,25.0,0,Basic,Card,INV-2025-016437,Paid
16438,25,2023-03-20,65.0,0,Premium,Bank Transfer,INV-2023-016438,Paid
16439,806,2023-01-14,20.0,0,Student,Online,INV-2023-016439,Paid
16440,274,2024-10-07,40.0,0,Standard,Cash,INV-2024-016440,Paid
16441,566,2023-02-09,65.0,0,Premium,Online,INV-2023-016441,Paid
16442,343,2023-06-28,22.0,0,Senior,PayPal,INV-2023-016442,Paid
16443,540,2024-09-28,90.0,0,VIP,Cash,INV-2024-016443,Refunded
16444,1132,2023-11-21,25.0,0,Basic,PayPal,INV-2023-016444,Paid
16445,630,2023-08-14,75.0,0,Family,Online,INV-2023-016445,Paid
16446,716,2024-01-17,25.0,0,Basic,PayPal,INV-2024-016446,Paid
16447,1009,2025-03-29,55.0,0,Corporate,Card,INV-2025-016447,Paid
16448,488,2022-01-07,19.8,10,Senior,Online,INV-2022-016448,Paid
16449,192,2022-10-28,75.0,0,Family,PayPal,INV-2022-016449,Paid
16450,225,2023-03-13,55.0,0,Corporate,PayPal,INV-2023-016450,Paid
16451,377,2023-06-25,65.0,0,Premium,Bank Transfer,INV-2023-016451,Paid
16452,792,2023-10-22,75.0,0,Family,Online,INV-2023-016452,Paid
16453,786,2023-11-15,90.0,0,VIP,Online,INV-2023-016453,Paid
16454,24,2022-02-27,65.0,0,Premium,Cash,INV-2022-016454,Paid
16455,573,2023-10-03,90.0,0,VIP,Cash,INV-2023-016455,Paid
16456,123,2022-08-18,55.0,0,Corporate,Cash,INV-2022-016456,Paid
16457,943,2023-08-23,22.0,0,Senior,Bank Transfer,INV-2023-016457,Paid
16458,985,2023-09-26,55.0,0,Corporate,Bank Transfer,INV-2023-016458,Refunded
16459,154,2023-08-15,55.0,0,Corporate,Cash,INV-2023-016459,Paid
16460,893,2023-07-22,65.0,0,Premium,Bank Transfer,INV-2023-016460,Paid
16461,457,2022-03-24,55.0,0,Corporate,Bank Transfer,INV-2022-016461,Paid
16462,557,2022-06-18,35.0,0,Monthly,Online,INV-2022-016462,Paid
16463,630,2022-09-08,75.0,0,Family,Card,INV-2022-016463,Paid
16464,355,2023-11-06,90.0,0,VIP,PayPal,INV-2023-016464,Paid
16465,764,2025-02-25,25.0,0,Basic,Online,INV-2025-016465,Paid
16466,1055,2024-02-18,20.0,0,Student,Bank Transfer,INV-2024-016466,Paid
16467,12,2024-12-05,75.0,0,Family,Bank Transfer,INV-2024-016467,Paid
16468,127,2024-06-22,20.0,0,Student,PayPal,INV-2024-016468,Paid
16469,241,2024-08-10,90.0,0,VIP,Card,INV-2024-016469,Paid
16470,123,2024-10-30,55.0,0,Corporate,Online,INV-2024-016470,Paid
16471,1182,2022-01-28,65.0,0,Premium,Cash,INV-2022-016471,Paid
16472,772,2024-11-19,20.0,0,Student,Bank Transfer,INV-2024-016472,Paid
16473,1174,2023-05-02,22.0,0,Senior,Online,INV-2023-016473,Paid
16474,551,2024-07-09,7.6,5,Day Pass,Bank Transfer,INV-2024-016474,Failed
16475,937,2022-12-03,25.0,0,Basic,Card,INV-2022-016475,Paid
16476,760,2023-10-10,20.0,0,Student,Bank Transfer,INV-2023-016476,Paid
16477,480,2022-10-14,22.0,0,Senior,Bank Transfer,INV-2022-016477,Paid
16478,278,2023-02-28,35.0,0,Monthly,Online,INV-2023-016478,Paid
16479,118,2024-04-28,90.0,0,VIP,Online,INV-2024-016479,Paid
16480,759,2024-09-09,35.0,0,Monthly,Cash,INV-2024-016480,Paid
16481,1171,2023-09-19,19.8,10,Senior,PayPal,INV-2023-016481,Paid
16482,743,2023-12-01,55.0,0,Corporate,Card,INV-2023-016482,Paid
16483,760,2023-10-22,20.0,0,Student,PayPal,INV-2023-016483,Paid
16484,1179,2023-02-08,22.0,0,Senior,Cash,INV-2023-016484,Paid
16485,1166,2022-06-19,35.0,0,Monthly,Card,INV-2022-016485,Paid
16486,521,2023-07-29,65.0,0,Premium,Bank Transfer,INV-2023-016486,Paid
16487,848,2022-12-20,8.0,0,Day Pass,Card,INV-2022-016487,Paid
16488,1095,2023-02-04,65.0,0,Premium,Card,INV-2023-016488,Paid
16489,749,2023-02-09,20.0,0,Student,Online,INV-2023-016489,Paid
16490,1116,2022-01-04,20.0,0,Student,Bank Transfer,INV-2022-016490,Pending
16491,279,2022-10-17,90.0,0,VIP,Bank Transfer,INV-2022-016491,Paid
16492,258,2022-07-10,40.0,0,Standard,Cash,INV-2022-016492,Paid
16493,1031,2024-02-28,8.0,0,Day Pass,Online,INV-2024-016493,Paid
16494,537,2024-04-22,65.0,0,Premium,Bank Transfer,INV-2024-016494,Paid
16495,1110,2024-06-25,90.0,0,VIP,Cash,INV-2024-016495,Paid
16496,620,2022-12-24,20.0,0,Student,Bank Transfer,INV-2022-016496,Paid
16497,49,2022-02-21,90.0,0,VIP,Card,INV-2022-016497,Paid
16498,108,2024-06-02,35.0,0,Monthly,PayPal,INV-2024-016498,Paid
16499,68,2022-08-21,75.0,0,Family,Card,INV-2022-016499,Paid
16500,526,2024-01-11,40.0,0,Standard,PayPal,INV-2024-016500,Paid
16501,842,2023-08-21,35.0,0,Monthly,Online,INV-2023-016501,Paid
16502,1,2022-11-27,90.0,0,VIP,PayPal,INV-2022-016502,Paid
16503,343,2022-03-05,18.7,15,Senior,PayPal,INV-2022-016503,Paid
16504,1110,2023-11-20,90.0,0,VIP,Card,INV-2023-016504,Paid
16505,1004,2022-10-06,55.0,0,Corporate,Cash,INV-2022-016505,Paid
16506,772,2022-09-22,18.0,10,Student,Cash,INV-2022-016506,Paid
16507,902,2024-04-11,22.0,0,Senior,Bank Transfer,INV-2024-016507,Pending
16508,94,2022-08-13,55.0,0,Corporate,Cash,INV-2022-016508,Paid
16509,29,2022-01-23,75.0,0,Family,Bank Transfer,INV-2022-016509,Paid
16510,1195,2022-10-28,55.0,0,Corporate,Bank Transfer,INV-2022-016510,Paid
16511,80,2023-03-09,33.25,5,Monthly,Card,INV-2023-016511,Paid
16512,1135,2023-03-11,75.0,0,Family,Bank Transfer,INV-2023-016512,Paid
16513,1010,2023-08-05,40.0,0,Standard,Online,INV-2023-016513,Paid
16514,1036,2024-07-18,20.0,0,Student,Online,INV-2024-016514,Paid
16515,1188,2022-06-20,20.0,0,Student,Card,INV-2022-016515,Paid
16516,841,2023-06-13,22.0,0,Senior,Online,INV-2023-016516,Paid
16517,444,2024-05-31,65.0,0,Premium,Card,INV-2024-016517,Paid
16518,1051,2024-06-20,55.0,0,Corporate,Online,INV-2024-016518,Paid
16519,783,2022-11-03,8.0,0,Day Pass,PayPal,INV-2022-016519,Paid
16520,621,2023-10-15,35.0,0,Monthly,Online,INV-2023-016520,Paid
16521,374,2024-05-22,31.5,10,Monthly,Online,INV-2024-016521,Paid
16522,663,2024-11-10,65.0,0,Premium,Bank Transfer,INV-2024-016522,Paid
16523,355,2023-12-10,90.0,0,VIP,Card,INV-2023-016523,Refunded
16524,846,2023-02-08,17.6,20,Senior,Card,INV-2023-016524,Paid
16525,544,2023-09-23,35.0,0,Monthly,Cash,INV-2023-016525,Paid
16526,1061,2023-01-25,20.0,0,Student,Card,INV-2023-016526,Paid
16527,668,2023-07-25,25.0,0,Basic,Online,INV-2023-016527,Paid
16528,606,2022-07-11,38.0,5,Standard,Cash,INV-2022-016528,Pending
16529,513,2022-01-13,90.0,0,VIP,Bank Transfer,INV-2022-016529,Failed
16530,1083,2022-11-23,90.0,0,VIP,Online,INV-2022-016530,Paid
16531,32,2022-11-03,8.0,0,Day Pass,Online,INV-2022-016531,Paid
16532,198,2023-05-17,65.0,0,Premium,Online,INV-2023-016532,Paid
16533,852,2023-09-21,52.0,20,Premium,PayPal,INV-2023-016533,Paid
16534,742,2025-01-06,8.0,0,Day Pass,Cash,INV-2025-016534,Paid
16535,645,2022-01-15,61.75,5,Premium,Card,INV-2022-016535,Paid
16536,307,2023-04-10,35.0,0,Monthly,Cash,INV-2023-016536,Paid
16537,989,2024-03-25,20.0,0,Student,Bank Transfer,INV-2024-016537,Paid
16538,1167,2023-10-22,55.0,0,Corporate,Card,INV-2023-016538,Paid
16539,180,2024-09-30,22.0,0,Senior,PayPal,INV-2024-016539,Paid
16540,35,2024-10-22,75.0,0,Family,Card,INV-2024-016540,Paid
16541,656,2023-03-11,34.0,15,Standard,Cash,INV-2023-016541,Paid
16542,112,2022-09-09,25.0,0,Basic,Card,INV-2022-016542,Paid
16543,338,2023-09-10,40.0,0,Standard,PayPal,INV-2023-016543,Paid
16544,113,2024-11-17,35.0,0,Monthly,Bank Transfer,INV-2024-016544,Pending
16545,3,2024-08-03,55.0,0,Corporate,Cash,INV-2024-016545,Paid
16546,719,2022-09-25,90.0,0,VIP,Card,INV-2022-016546,Paid
16547,1199,2023-11-25,25.0,0,Basic,Card,INV-2023-016547,Paid
16548,881,2024-11-12,65.0,0,Premium,PayPal,INV-2024-016548,Paid
16549,303,2022-07-05,40.0,0,Standard,Cash,INV-2022-016549,Paid
16550,558,2022-07-04,28.0,20,Monthly,Card,INV-2022-016550,Paid
16551,1051,2024-09-17,55.0,0,Corporate,Bank Transfer,INV-2024-016551,Paid
16552,357,2023-02-01,16.0,20,Student,Card,INV-2023-016552,Paid
16553,953,2022-05-24,55.0,0,Corporate,Cash,INV-2022-016553,Paid
16554,237,2024-02-19,90.0,0,VIP,Bank Transfer,INV-2024-016554,Paid
16555,739,2022-06-04,52.25,5,Corporate,Online,INV-2022-016555,Paid
16556,1127,2025-01-24,65.0,0,Premium,Bank Transfer,INV-2025-016556,Paid
16557,1012,2023-06-21,90.0,0,VIP,Online,INV-2023-016557,Paid
16558,377,2022-08-16,65.0,0,Premium,Bank Transfer,INV-2022-016558,Pending
16559,59,2023-03-06,65.0,0,Premium,PayPal,INV-2023-016559,Paid
16560,446,2022-04-21,6.8,15,Day Pass,Bank Transfer,INV-2022-016560,Paid
16561,948,2023-07-26,46.75,15,Corporate,Cash,INV-2023-016561,Paid
16562,1139,2023-05-25,25.0,0,Basic,PayPal,INV-2023-016562,Paid
16563,58,2023-06-15,23.75,5,Basic,Cash,INV-2023-016563,Paid
16564,171,2022-02-18,8.0,0,Day Pass,Online,INV-2022-016564,Failed
16565,949,2022-12-20,33.25,5,Monthly,Online,INV-2022-016565,Paid
16566,1054,2024-10-04,20.0,0,Student,PayPal,INV-2024-016566,Paid
16567,930,2022-11-13,25.0,0,Basic,Bank Transfer,INV-2022-016567,Paid
16568,19,2023-02-23,22.0,0,Senior,Cash,INV-2023-016568,Paid
16569,428,2023-08-04,8.0,0,Day Pass,Cash,INV-2023-016569,Paid
16570,891,2023-10-15,75.0,0,Family,Online,INV-2023-016570,Paid
16571,1005,2023-03-07,40.0,0,Standard,Cash,INV-2023-016571,Failed
16572,673,2022-10-30,90.0,0,VIP,Bank Transfer,INV-2022-016572,Paid
16573,1167,2022-11-16,55.0,0,Corporate,PayPal,INV-2022-016573,Paid
16574,480,2023-11-25,19.8,10,Senior,Card,INV-2023-016574,Paid
16575,72,2022-07-11,20.0,0,Student,Bank Transfer,INV-2022-016575,Paid
16576,87,2025-03-07,55.0,0,Corporate,Cash,INV-2025-016576,Paid
16577,336,2022-07-27,22.0,0,Senior,PayPal,INV-2022-016577,Paid
16578,1186,2024-10-30,35.0,0,Monthly,PayPal,INV-2024-016578,Paid
16579,1145,2022-03-27,8.0,0,Day Pass,Cash,INV-2022-016579,Pending
