attendance_id,member_id,check_in_time,check_out_time,duration_minutes,workout_type,coach_id,notes
3956,1106,2022-03-20 10:30:00,2022-03-20 12:02:00,92,Cardio,25,
3957,827,2022-12-11 07:45:00,2022-12-11 09:46:00,121,Yoga,14,
3958,464,2024-02-01 16:30:00,2024-02-01 18:53:00,143,Stretching,3,First visit
3959,253,2024-03-12 20:45:00,2024-03-12 22:51:00,126,Strength,13,Post-holiday return
3960,311,2025-03-18 18:30:00,2025-03-18 20:09:00,99,Swimming,29,
3961,791,2022-04-22 10:30:00,2022-04-22 11:31:00,61,Swimming,16,Came with friend
3962,386,2022-10-23 07:15:00,2022-10-23 08:07:00,52,Personal Training,27,Regular visit
3963,737,2022-04-05 06:45:00,2022-04-05 08:33:00,108,Group Class,,Competed this week
3964,900,2025-02-19 20:15:00,2025-02-19 22:30:00,135,Cycling,15,
3965,1098,2023-02-14 15:00:00,2023-02-14 17:06:00,126,Cardio,1,
3966,10,2024-06-14 18:30:00,2024-06-14 20:09:00,99,Group Class,16,Regular visit
3967,494,2025-02-28 13:00:00,2025-02-28 15:06:00,126,Cardio,8,Post-holiday return
3968,127,2023-04-07 16:45:00,2023-04-07 17:15:00,30,Cycling,19,
3969,1017,2022-03-20 18:30:00,2022-03-20 20:12:00,102,Yoga,15,First visit
3970,11,2023-08-06 15:45:00,2023-08-06 18:08:00,143,Stretching,1,
3971,645,2025-02-09 13:00:00,2025-02-09 14:03:00,63,Boxing,,
3972,1001,2024-12-20 06:15:00,2024-12-20 08:33:00,138,Boxing,13,Regular visit
3973,755,2022-08-21 12:00:00,2022-08-21 13:57:00,117,Cardio,10,
3974,103,2022-08-31 16:45:00,2022-08-31 17:57:00,72,Group Class,15,
3975,1111,2024-11-06 06:30:00,2024-11-06 07:23:00,53,Boxing,9,
3976,784,2022-11-24 11:30:00,2022-11-24 13:40:00,130,Cardio,14,
3977,706,2023-10-07 13:15:00,2023-10-07 13:46:00,31,Personal Training,22,
3978,1099,2024-01-09 08:30:00,2024-01-09 10:47:00,137,Personal Training,28,
3979,240,2023-01-22 16:15:00,2023-01-22 17:17:00,62,Boxing,2,
3980,897,2025-02-06 21:30:00,2025-02-06 22:01:00,31,Personal Training,3,
3981,247,2024-12-22 14:00:00,2024-12-22 15:35:00,95,Cardio,11,
3982,593,2022-07-28 10:00:00,2022-07-28 12:01:00,121,Cardio,15,Regular visit
3983,86,2023-07-17 17:00:00,2023-07-17 18:12:00,72,Swimming,18,Competed this week
3984,436,2023-03-19 10:45:00,2023-03-19 12:07:00,82,Stretching,4,Post-holiday return
3985,1151,2025-03-16 14:45:00,2025-03-16 15:43:00,58,Cycling,14,Competed this week
3986,416,2022-03-28 10:30:00,2022-03-28 11:22:00,52,Yoga,19,
3987,769,2022-04-15 17:45:00,2022-04-15 18:40:00,55,Swimming,25,
3988,899,2022-06-15 10:30:00,2022-06-15 12:46:00,136,Strength,6,Came with friend
3989,421,2023-09-01 08:15:00,2023-09-01 10:07:00,112,Personal Training,17,
3990,1163,2023-03-31 19:45:00,2023-03-31 21:29:00,104,Group Class,27,
3991,883,2023-09-02 12:45:00,2023-09-02 13:59:00,74,Yoga,2,
3992,628,2023-10-08 14:30:00,2023-10-08 15:53:00,83,Cycling,24,
3993,754,2022-03-06 16:00:00,2022-03-06 18:27:00,147,Group Class,12,
3994,221,2024-12-29 20:45:00,2024-12-29 23:07:00,142,Swimming,24,
3995,492,2022-04-05 10:15:00,2022-04-05 10:46:00,31,Group Class,4,
3996,493,2023-03-31 13:00:00,2023-03-31 14:54:00,114,Stretching,12,
3997,298,2023-10-27 06:15:00,2023-10-27 07:48:00,93,Cardio,8,
3998,50,2023-09-28 13:45:00,2023-09-28 16:13:00,148,Swimming,13,Brought guest
3999,621,2024-08-15 07:45:00,2024-08-15 09:38:00,113,HIIT,12,
4000,329,2024-08-08 16:45:00,2024-08-08 18:48:00,123,Cycling,19,Post-holiday return
4001,874,2023-02-19 19:00:00,2023-02-19 20:15:00,75,Yoga,15,
4002,1086,2022-04-29 10:15:00,2022-04-29 11:09:00,54,Cardio,18,Came with friend
4003,61,2022-07-11 11:30:00,2022-07-11 12:59:00,89,Boxing,1,
4004,956,2024-01-12 09:45:00,2024-01-12 10:32:00,47,Strength,,Competed this week
4005,1039,2024-04-27 12:45:00,2024-04-27 14:13:00,88,Cycling,29,
4006,357,2024-11-01 08:45:00,2024-11-01 10:24:00,99,Stretching,12,
4007,29,2024-02-14 18:00:00,2024-02-14 20:22:00,142,HIIT,15,Competed this week
4008,97,2023-10-01 11:30:00,2023-10-01 12:21:00,51,Cycling,21,Regular visit
4009,773,2023-10-23 06:45:00,2023-10-23 08:24:00,99,Strength,21,Came with friend
4010,275,2022-11-18 15:00:00,2022-11-18 16:55:00,115,Stretching,19,Came with friend
4011,907,2022-01-18 12:00:00,2022-01-18 12:35:00,35,Cycling,1,Brought guest
4012,435,2023-06-26 06:30:00,2023-06-26 08:53:00,143,Group Class,8,Brought guest
4013,934,2025-02-02 07:30:00,2025-02-02 09:54:00,144,Cycling,7,
4014,523,2024-05-02 16:45:00,2024-05-02 19:12:00,147,Boxing,29,
4015,278,2024-03-03 07:15:00,2024-03-03 07:57:00,42,Yoga,2,
4016,1033,2022-03-02 19:45:00,2022-03-02 21:50:00,125,Swimming,9,
4017,656,2025-03-29 21:30:00,2025-03-29 22:28:00,58,Cardio,16,Came with friend
4018,1139,2022-01-18 12:45:00,2022-01-18 14:22:00,97,HIIT,29,
4019,685,2023-05-09 20:00:00,2023-05-09 20:46:00,46,Swimming,23,Brought guest
4020,1081,2024-10-13 06:30:00,2024-10-13 08:54:00,144,Strength,10,First visit
4021,997,2025-01-11 09:15:00,2025-01-11 11:05:00,110,Boxing,6,
4022,582,2022-12-09 09:45:00,2022-12-09 11:40:00,115,Personal Training,12,
4023,554,2024-09-11 14:30:00,2024-09-11 15:31:00,61,Yoga,26,
4024,1018,2025-01-20 11:45:00,2025-01-20 12:43:00,58,Cardio,11,
4025,979,2024-04-16 19:15:00,2024-04-16 19:49:00,34,Cycling,9,
4026,903,2024-12-02 14:45:00,2024-12-02 15:47:00,62,Cardio,24,
4027,681,2024-06-24 20:30:00,2024-06-24 21:52:00,82,Swimming,4,
4028,995,2024-11-12 16:45:00,2024-11-12 17:58:00,73,HIIT,10,First visit
4029,616,2022-11-03 14:30:00,2022-11-03 16:11:00,101,Swimming,12,Came with friend
4030,358,2023-01-01 07:45:00,2023-01-01 08:35:00,50,HIIT,22,Post-holiday return
4031,968,2023-07-10 07:45:00,2023-07-10 09:40:00,115,Cardio,3,First visit
4032,533,2022-08-02 13:15:00,2022-08-02 14:41:00,86,Yoga,17,Post-holiday return
4033,1101,2024-12-12 12:15:00,2024-12-12 14:03:00,108,HIIT,25,
4034,1099,2024-12-10 18:15:00,2024-12-10 19:04:00,49,Personal Training,20,Regular visit
4035,867,2024-10-23 19:15:00,2024-10-23 20:57:00,102,Swimming,28,Post-holiday return
4036,178,2022-05-04 13:30:00,2022-05-04 14:51:00,81,Personal Training,15,Regular visit
4037,1136,2022-04-17 15:15:00,2022-04-17 16:47:00,92,Strength,22,Regular visit
4038,1188,2022-11-26 19:15:00,2022-11-26 20:46:00,91,Yoga,20,First visit
4039,9,2024-03-27 07:00:00,2024-03-27 09:03:00,123,Strength,4,Post-holiday return
4040,845,2023-08-08 18:00:00,2023-08-08 19:44:00,104,Swimming,2,Regular visit
4041,75,2025-03-06 08:00:00,2025-03-06 08:36:00,36,Stretching,3,Post-holiday return
4042,804,2023-12-30 16:30:00,2023-12-30 17:43:00,73,Group Class,29,
4043,80,2022-04-22 09:45:00,2022-04-22 12:08:00,143,Cycling,27,Regular visit
4044,820,2022-09-24 21:30:00,2022-09-24 23:50:00,140,HIIT,25,
4045,645,2023-01-06 10:30:00,2023-01-06 12:25:00,115,Cycling,18,Brought guest
4046,938,2023-02-09 07:45:00,2023-02-09 09:54:00,129,Yoga,5,
4047,844,2024-03-23 17:45:00,2024-03-23 19:27:00,102,Strength,1,Came with friend
4048,122,2024-12-25 18:00:00,2024-12-25 20:20:00,140,Strength,26,Came with friend
4049,191,2023-03-14 14:00:00,2023-03-14 15:51:00,111,HIIT,11,
4050,46,2024-04-13 14:15:00,2024-04-13 15:03:00,48,Boxing,13,Regular visit
4051,503,2023-09-28 15:45:00,2023-09-28 16:58:00,73,HIIT,29,Post-holiday return
4052,730,2022-05-05 16:15:00,2022-05-05 17:21:00,66,Boxing,28,Came with friend
4053,540,2022-06-12 08:45:00,2022-06-12 09:16:00,31,HIIT,16,First visit
4054,1174,2023-12-23 12:45:00,2023-12-23 13:58:00,73,Personal Training,19,
4055,1149,2024-10-07 16:15:00,2024-10-07 16:52:00,37,Group Class,23,
4056,706,2023-10-24 11:15:00,2023-10-24 13:22:00,127,Yoga,1,
4057,818,2023-07-15 13:00:00,2023-07-15 15:26:00,146,Yoga,20,
4058,1014,2024-07-26 14:30:00,2024-07-26 16:22:00,112,Group Class,7,
4059,298,2023-09-26 17:45:00,2023-09-26 19:22:00,97,Swimming,30,Came with friend
4060,579,2022-04-21 15:45:00,2022-04-21 18:15:00,150,Boxing,4,Regular visit
4061,806,2023-07-16 21:15:00,2023-07-16 23:25:00,130,Cycling,6,
4062,606,2022-07-30 06:45:00,2022-07-30 08:12:00,87,Strength,,
4063,1173,2024-06-24 15:30:00,2024-06-24 16:22:00,52,Stretching,16,
4064,1186,2025-03-13 13:00:00,2025-03-13 14:18:00,78,Group Class,4,
4065,264,2024-10-26 10:45:00,2024-10-26 12:00:00,75,Cycling,11,Competed this week
4066,963,2022-04-14 11:30:00,2022-04-14 13:06:00,96,Stretching,2,
4067,702,2024-01-15 21:00:00,2024-01-15 22:16:00,76,Cycling,23,Regular visit
4068,469,2023-06-26 17:45:00,2023-06-26 18:59:00,74,Strength,20,
4069,457,2023-08-11 12:30:00,2023-08-11 13:35:00,65,Cardio,22,Came with friend
4070,55,2024-11-18 06:45:00,2024-11-18 09:04:00,139,Yoga,2,
4071,674,2023-08-22 13:30:00,2023-08-22 15:59:00,149,Boxing,17,
4072,552,2023-10-30 06:45:00,2023-10-30 07:41:00,56,Strength,4,Brought guest
4073,335,2022-05-31 09:00:00,2022-05-31 09:53:00,53,Swimming,9,
4074,312,2022-07-13 08:30:00,2022-07-13 09:32:00,62,Group Class,24,Came with friend
4075,1134,2024-10-31 12:45:00,2024-10-31 14:36:00,111,Boxing,1,Came with friend
4076,120,2024-01-28 06:45:00,2024-01-28 07:18:00,33,Stretching,11,
4077,41,2024-04-03 10:45:00,2024-04-03 12:40:00,115,Yoga,5,Came with friend
4078,829,2023-01-03 14:15:00,2023-01-03 15:01:00,46,Swimming,10,Came with friend
4079,314,2022-01-07 21:00:00,2022-01-07 22:02:00,62,Boxing,1,Came with friend
4080,1052,2023-05-10 20:45:00,2023-05-10 22:18:00,93,Personal Training,5,
4081,391,2024-06-09 12:45:00,2024-06-09 14:27:00,102,Strength,25,Brought guest
4082,616,2024-01-12 14:30:00,2024-01-12 15:13:00,43,Stretching,17,
4083,460,2024-11-04 17:45:00,2024-11-04 19:46:00,121,Stretching,4,Brought guest
4084,340,2024-03-29 10:00:00,2024-03-29 10:42:00,42,Swimming,25,First visit
4085,215,2023-10-09 16:15:00,2023-10-09 17:46:00,91,Group Class,14,Brought guest
4086,1012,2022-07-22 17:30:00,2022-07-22 19:34:00,124,Yoga,6,
4087,145,2024-07-02 13:00:00,2024-07-02 15:11:00,131,Yoga,20,Regular visit
4088,1014,2023-11-06 18:00:00,2023-11-06 19:48:00,108,Swimming,23,
4089,952,2024-02-17 17:00:00,2024-02-17 17:48:00,48,Strength,25,
4090,42,2022-03-30 11:45:00,2022-03-30 13:22:00,97,Swimming,9,
4091,1154,2024-01-01 20:00:00,2024-01-01 22:08:00,128,Cardio,11,
4092,257,2023-10-29 13:00:00,2023-10-29 15:21:00,141,Swimming,6,
4093,6,2023-11-09 12:45:00,2023-11-09 15:01:00,136,Swimming,19,
4094,350,2025-02-13 20:15:00,2025-02-13 22:15:00,120,Boxing,9,
4095,789,2023-01-19 11:45:00,2023-01-19 14:11:00,146,Cycling,21,Competed this week
4096,975,2023-10-12 12:00:00,2023-10-12 12:39:00,39,Personal Training,5,
4097,533,2023-02-27 21:15:00,2023-02-27 23:34:00,139,Cardio,14,First visit
4098,914,2023-01-30 09:30:00,2023-01-30 11:50:00,140,Group Class,8,
4099,549,2022-08-24 18:30:00,2022-08-24 19:40:00,70,Stretching,24,
4100,788,2022-12-27 14:15:00,2022-12-27 15:55:00,100,Group Class,,Competed this week
4101,289,2024-10-06 20:00:00,2024-10-06 22:18:00,138,Personal Training,14,
4102,848,2024-12-17 16:00:00,2024-12-17 17:52:00,112,Boxing,1,First visit
4103,225,2025-01-14 10:30:00,2025-01-14 11:11:00,41,Strength,25,
4104,393,2022-07-03 19:45:00,2022-07-03 20:31:00,46,Cardio,15,First visit
4105,1186,2022-08-04 14:30:00,2022-08-04 16:46:00,136,Personal Training,13,Post-holiday return
4106,159,2024-04-15 18:45:00,2024-04-15 20:42:00,117,Swimming,25,
4107,189,2023-11-13 07:30:00,2023-11-13 08:30:00,60,Group Class,,
4108,3,2023-01-15 18:30:00,2023-01-15 19:43:00,73,Boxing,12,Regular visit
4109,946,2024-01-29 19:45:00,2024-01-29 21:01:00,76,Boxing,28,
4110,286,2024-09-03 21:30:00,2024-09-03 22:10:00,40,Cardio,10,
4111,888,2024-11-30 16:00:00,2024-11-30 18:11:00,131,HIIT,7,
4112,112,2023-09-01 19:15:00,2023-09-01 20:00:00,45,Group Class,22,Came with friend
4113,48,2024-05-06 09:45:00,2024-05-06 12:01:00,136,Personal Training,7,Came with friend
4114,451,2022-01-26 16:15:00,2022-01-26 18:24:00,129,Group Class,5,Brought guest
4115,1,2024-10-02 08:45:00,2024-10-02 09:34:00,49,Stretching,6,
4116,1179,2024-02-13 09:30:00,2024-02-13 11:51:00,141,Cardio,15,
4117,104,2024-06-03 18:00:00,2024-06-03 19:20:00,80,Stretching,1,
4118,888,2024-07-30 07:30:00,2024-07-30 09:13:00,103,Cardio,8,
4119,245,2024-07-31 21:45:00,2024-07-31 23:32:00,107,Swimming,21,
4120,213,2025-03-24 15:45:00,2025-03-24 17:11:00,86,Cardio,18,Competed this week
4121,794,2022-04-10 20:30:00,2022-04-10 22:18:00,108,Swimming,26,
4122,305,2022-11-03 13:00:00,2022-11-03 14:35:00,95,Boxing,17,Brought guest
4123,637,2024-08-18 20:15:00,2024-08-18 21:17:00,62,Yoga,14,First visit
4124,826,2024-12-23 18:45:00,2024-12-23 19:37:00,52,Boxing,8,Brought guest
4125,384,2023-04-25 06:00:00,2023-04-25 07:42:00,102,Boxing,2,First visit
4126,528,2024-09-26 16:30:00,2024-09-26 17:02:00,32,Strength,25,
4127,443,2024-02-27 20:15:00,2024-02-27 22:18:00,123,Strength,2,First visit
4128,783,2024-07-02 08:30:00,2024-07-02 09:02:00,32,Cycling,5,Brought guest
4129,374,2023-08-25 18:30:00,2023-08-25 21:00:00,150,Stretching,20,
4130,492,2024-07-09 08:45:00,2024-07-09 10:56:00,131,Personal Training,1,Competed this week
4131,571,2022-12-10 12:00:00,2022-12-10 13:17:00,77,Stretching,13,
4132,483,2024-08-18 08:15:00,2024-08-18 09:00:00,45,Stretching,2,First visit
4133,218,2024-11-15 08:15:00,2024-11-15 09:33:00,78,Stretching,25,
4134,54,2023-07-19 20:00:00,2023-07-19 21:08:00,68,Swimming,23,Regular visit
4135,577,2023-06-21 07:30:00,2023-06-21 09:27:00,117,Cycling,2,First visit
4136,202,2023-04-02 14:15:00,2023-04-02 15:48:00,93,Cycling,18,
4137,149,2022-11-25 19:00:00,2022-11-25 19:32:00,32,Stretching,16,Post-holiday return
4138,103,2024-05-15 08:30:00,2024-05-15 09:39:00,69,Strength,13,
4139,874,2024-03-07 09:00:00,2024-03-07 10:31:00,91,Boxing,21,
4140,570,2022-12-01 06:45:00,2022-12-01 09:08:00,143,Boxing,1,Brought guest
4141,62,2023-12-03 17:15:00,2023-12-03 18:20:00,65,Cardio,8,Competed this week
4142,983,2024-09-19 16:45:00,2024-09-19 17:37:00,52,Group Class,,
4143,473,2022-05-01 12:00:00,2022-05-01 13:16:00,76,Strength,23,Brought guest
4144,848,2022-07-09 20:30:00,2022-07-09 22:15:00,105,Cycling,19,Post-holiday return
4145,365,2022-11-08 15:30:00,2022-11-08 17:21:00,111,Boxing,13,Regular visit
4146,206,2023-07-08 17:15:00,2023-07-08 18:08:00,53,Personal Training,2,Competed this week
4147,1173,2022-03-19 08:00:00,2022-03-19 08:47:00,47,Swimming,7,
4148,538,2022-10-02 10:45:00,2022-10-02 13:12:00,147,Boxing,22,Came with friend
4149,113,2024-12-24 16:30:00,2024-12-24 18:48:00,138,HIIT,13,Brought guest
4150,353,2023-04-26 17:30:00,2023-04-26 18:33:00,63,Yoga,22,Regular visit
4151,525,2025-01-07 11:00:00,2025-01-07 12:00:00,60,Cycling,20,
4152,241,2022-09-05 16:30:00,2022-09-05 18:01:00,91,Swimming,19,Regular visit
4153,205,2024-01-30 09:15:00,2024-01-30 11:04:00,109,Cycling,24,First visit
4154,755,2023-05-24 11:15:00,2023-05-24 12:45:00,90,Personal Training,,Brought guest
4155,442,2024-10-10 13:00:00,2024-10-10 14:29:00,89,Personal Training,28,
4156,655,2022-11-03 13:15:00,2022-11-03 14:20:00,65,Yoga,8,
4157,197,2023-02-23 17:45:00,2023-02-23 19:56:00,131,Stretching,28,Post-holiday return
4158,668,2024-06-14 11:00:00,2024-06-14 12:32:00,92,Yoga,28,
4159,766,2022-02-08 06:45:00,2022-02-08 08:45:00,120,Group Class,27,First visit
4160,668,2024-12-07 07:30:00,2024-12-07 09:40:00,130,Cycling,5,Competed this week
4161,600,2022-03-27 21:15:00,2022-03-27 22:51:00,96,Swimming,5,First visit
4162,712,2024-12-04 20:15:00,2024-12-04 21:58:00,103,Yoga,27,Came with friend
4163,48,2024-05-26 11:30:00,2024-05-26 13:51:00,141,Cycling,30,Came with friend
4164,446,2024-02-19 06:00:00,2024-02-19 07:17:00,77,Personal Training,17,
4165,279,2024-05-06 10:15:00,2024-05-06 12:44:00,149,Strength,13,Came with friend
4166,765,2022-02-11 08:00:00,2022-02-11 09:17:00,77,Yoga,27,
4167,921,2022-02-20 12:30:00,2022-02-20 14:38:00,128,Strength,26,Regular visit
4168,909,2024-09-03 16:45:00,2024-09-03 19:03:00,138,Cycling,16,
4169,864,2023-03-10 21:00:00,2023-03-10 22:00:00,60,Boxing,18,Competed this week
4170,1101,2024-08-25 06:00:00,2024-08-25 08:20:00,140,Personal Training,7,Brought guest
4171,378,2025-01-10 08:15:00,2025-01-10 10:15:00,120,HIIT,20,
4172,800,2023-11-08 20:30:00,2023-11-08 22:48:00,138,Yoga,24,
4173,997,2024-03-07 14:30:00,2024-03-07 15:42:00,72,Strength,5,
4174,672,2024-02-25 10:15:00,2024-02-25 11:04:00,49,Cardio,17,
4175,421,2023-07-29 19:30:00,2023-07-29 21:26:00,116,Group Class,25,
4176,1159,2024-03-02 09:15:00,2024-03-02 10:51:00,96,Cardio,14,
4177,1145,2024-02-10 07:45:00,2024-02-10 09:27:00,102,Stretching,25,
4178,415,2023-06-23 16:00:00,2023-06-23 16:34:00,34,Swimming,21,Brought guest
4179,409,2024-11-28 10:15:00,2024-11-28 10:54:00,39,Swimming,4,Competed this week
4180,1058,2024-02-13 06:30:00,2024-02-13 08:28:00,118,HIIT,15,Brought guest
4181,765,2024-10-11 09:00:00,2024-10-11 10:01:00,61,Swimming,20,
4182,26,2024-01-08 18:30:00,2024-01-08 20:23:00,113,Swimming,29,
4183,648,2022-03-12 18:30:00,2022-03-12 19:09:00,39,HIIT,6,First visit
4184,345,2025-01-25 06:45:00,2025-01-25 08:52:00,127,Cardio,16,
4185,188,2022-01-08 20:00:00,2022-01-08 21:06:00,66,Stretching,23,
4186,419,2024-03-30 06:15:00,2024-03-30 08:24:00,129,Swimming,16,
4187,1040,2023-11-15 15:30:00,2023-11-15 17:40:00,130,Group Class,6,Came with friend
4188,276,2022-08-20 12:15:00,2022-08-20 13:40:00,85,Boxing,15,Post-holiday return
4189,436,2025-02-18 13:00:00,2025-02-18 15:01:00,121,Stretching,2,
4190,1033,2022-04-23 15:15:00,2022-04-23 16:50:00,95,Group Class,22,
4191,96,2024-08-18 21:30:00,2024-08-18 23:38:00,128,Swimming,16,Regular visit
4192,362,2022-08-29 09:00:00,2022-08-29 09:38:00,38,Cycling,27,Came with friend
4193,572,2024-08-05 11:00:00,2024-08-05 13:01:00,121,Yoga,3,
4194,327,2024-03-02 17:45:00,2024-03-02 18:54:00,69,Swimming,,
4195,118,2022-09-26 12:00:00,2022-09-26 12:47:00,47,Strength,15,Brought guest
4196,233,2024-07-06 06:30:00,2024-07-06 07:22:00,52,Yoga,27,
4197,1012,2023-10-07 08:00:00,2023-10-07 09:38:00,98,Personal Training,19,
4198,50,2024-04-28 12:00:00,2024-04-28 14:19:00,139,Group Class,3,Post-holiday return
4199,705,2022-09-24 20:15:00,2022-09-24 22:37:00,142,Swimming,2,Brought guest
4200,1161,2022-07-30 06:30:00,2022-07-30 07:28:00,58,Strength,29,
4201,39,2022-05-23 20:15:00,2022-05-23 22:21:00,126,Personal Training,2,
4202,813,2022-12-14 10:15:00,2022-12-14 11:54:00,99,Cardio,2,
4203,920,2022-03-07 11:00:00,2022-03-07 13:18:00,138,Stretching,20,Brought guest
4204,187,2023-10-01 06:00:00,2023-10-01 08:20:00,140,Group Class,12,Competed this week
4205,794,2022-06-18 13:45:00,2022-06-18 14:19:00,34,Boxing,15,
4206,1006,2022-11-17 07:30:00,2022-11-17 08:46:00,76,Cardio,22,Competed this week
4207,1130,2022-01-15 19:15:00,2022-01-15 21:13:00,118,Personal Training,7,
4208,424,2024-01-13 06:00:00,2024-01-13 07:21:00,81,HIIT,13,
4209,667,2022-05-20 07:30:00,2022-05-20 09:47:00,137,Stretching,8,Post-holiday return
4210,245,2024-09-20 13:00:00,2024-09-20 15:22:00,142,Personal Training,21,
4211,693,2022-07-25 12:15:00,2022-07-25 14:09:00,114,HIIT,,Competed this week
4212,811,2024-06-26 12:00:00,2024-06-26 14:20:00,140,Stretching,26,
4213,601,2022-01-01 21:30:00,2022-01-01 22:11:00,41,Yoga,10,Competed this week
4214,860,2024-04-29 16:15:00,2024-04-29 17:15:00,60,Stretching,1,
4215,787,2023-04-07 17:45:00,2023-04-07 18:50:00,65,Yoga,7,Competed this week
4216,208,2023-10-18 06:00:00,2023-10-18 06:33:00,33,Cycling,9,
4217,803,2022-10-18 18:45:00,2022-10-18 20:01:00,76,Cardio,2,Regular visit
4218,882,2024-11-29 13:00:00,2024-11-29 14:04:00,64,Swimming,11,
4219,37,2023-04-07 14:30:00,2023-04-07 16:51:00,141,Personal Training,16,
4220,595,2024-03-06 15:15:00,2024-03-06 15:52:00,37,Strength,16,
4221,44,2022-10-15 12:15:00,2022-10-15 12:45:00,30,Strength,12,First visit
4222,216,2024-12-05 06:45:00,2024-12-05 08:50:00,125,Cardio,26,Competed this week
4223,230,2024-09-23 17:00:00,2024-09-23 18:28:00,88,Personal Training,3,Competed this week
4224,331,2024-03-09 20:45:00,2024-03-09 22:36:00,111,Personal Training,25,
4225,575,2024-04-01 09:45:00,2024-04-01 11:37:00,112,HIIT,21,
4226,1056,2023-08-05 12:45:00,2023-08-05 13:59:00,74,Swimming,17,
4227,1143,2024-10-19 11:00:00,2024-10-19 11:48:00,48,Cardio,8,Brought guest
4228,996,2022-06-14 06:15:00,2022-06-14 07:34:00,79,Personal Training,7,Regular visit
4229,1000,2024-02-11 15:00:00,2024-02-11 16:02:00,62,Group Class,25,
4230,961,2022-08-24 20:30:00,2022-08-24 21:43:00,73,Yoga,2,Regular visit
4231,745,2024-01-25 17:00:00,2024-01-25 18:41:00,101,Cardio,1,
4232,38,2024-05-23 17:30:00,2024-05-23 19:00:00,90,Yoga,10,Post-holiday return
4233,521,2022-10-04 20:15:00,2022-10-04 22:00:00,105,Group Class,6,Post-holiday return
4234,191,2022-03-19 06:15:00,2022-03-19 07:18:00,63,Personal Training,1,
4235,1069,2022-08-27 14:45:00,2022-08-27 16:40:00,115,Group Class,14,
4236,309,2023-02-10 19:00:00,2023-02-10 20:26:00,86,Group Class,3,Came with friend
4237,122,2024-05-26 06:15:00,2024-05-26 07:07:00,52,Personal Training,5,First visit
4238,662,2023-02-19 08:15:00,2023-02-19 09:17:00,62,Strength,14,Post-holiday return
4239,382,2023-01-18 06:30:00,2023-01-18 07:38:00,68,Strength,15,First visit
4240,545,2022-03-06 09:45:00,2022-03-06 10:46:00,61,Boxing,19,
4241,719,2025-01-30 14:15:00,2025-01-30 15:55:00,100,Strength,14,
4242,419,2023-03-09 18:00:00,2023-03-09 18:33:00,33,Cycling,5,Competed this week
4243,867,2023-12-26 19:00:00,2023-12-26 19:47:00,47,Cardio,25,Post-holiday return
4244,584,2024-03-02 14:45:00,2024-03-02 17:02:00,137,Boxing,12,Regular visit
4245,950,2025-02-10 17:45:00,2025-02-10 18:36:00,51,Personal Training,28,
4246,1137,2023-06-20 17:00:00,2023-06-20 19:05:00,125,Strength,20,Regular visit
4247,508,2025-03-20 10:30:00,2025-03-20 11:59:00,89,Cardio,28,Competed this week
4248,1186,2022-12-16 19:00:00,2022-12-16 19:31:00,31,HIIT,16,First visit
4249,686,2022-08-08 14:15:00,2022-08-08 15:52:00,97,HIIT,10,
4250,684,2022-10-16 06:15:00,2022-10-16 07:08:00,53,Cycling,24,Post-holiday return
4251,691,2025-03-01 09:00:00,2025-03-01 11:20:00,140,Stretching,25,Brought guest
4252,73,2023-12-16 11:15:00,2023-12-16 13:28:00,133,Stretching,24,
4253,694,2023-02-03 06:45:00,2023-02-03 08:17:00,92,Yoga,28,
4254,1109,2023-04-06 07:15:00,2023-04-06 08:56:00,101,Cycling,9,
4255,215,2024-06-01 21:45:00,2024-06-01 23:56:00,131,Swimming,18,
4256,134,2022-09-09 06:30:00,2022-09-09 07:01:00,31,Boxing,28,
4257,1186,2024-07-27 07:30:00,2024-07-27 09:02:00,92,Group Class,29,Regular visit
4258,714,2023-07-23 06:45:00,2023-07-23 08:30:00,105,Strength,28,Regular visit
4259,507,2024-11-10 20:45:00,2024-11-10 22:15:00,90,Yoga,17,
4260,626,2023-05-19 09:30:00,2023-05-19 11:35:00,125,Personal Training,13,Came with friend
4261,870,2023-10-07 20:15:00,2023-10-07 21:57:00,102,Swimming,5,Post-holiday return
4262,465,2022-12-03 21:15:00,2022-12-03 22:06:00,51,Group Class,30,
4263,1002,2022-03-29 12:00:00,2022-03-29 13:43:00,103,Cardio,10,Post-holiday return
4264,831,2023-10-20 09:30:00,2023-10-20 10:08:00,38,Yoga,9,
4265,44,2024-07-07 18:15:00,2024-07-07 19:04:00,49,Stretching,24,Brought guest
4266,910,2024-02-27 08:45:00,2024-02-27 09:19:00,34,Personal Training,25,
4267,178,2022-07-31 21:00:00,2022-07-31 21:50:00,50,Group Class,5,
4268,877,2023-05-08 20:30:00,2023-05-08 22:33:00,123,Yoga,14,
4269,1094,2022-04-03 08:15:00,2022-04-03 08:54:00,39,Cycling,8,
4270,589,2022-06-03 12:30:00,2022-06-03 14:50:00,140,Boxing,22,
4271,896,2025-02-24 10:45:00,2025-02-24 11:30:00,45,Strength,3,Regular visit
4272,945,2024-02-21 11:00:00,2024-02-21 12:26:00,86,Yoga,8,Came with friend
4273,1104,2024-09-13 13:30:00,2024-09-13 14:39:00,69,Strength,8,First visit
4274,715,2024-05-05 15:45:00,2024-05-05 18:10:00,145,Yoga,2,
4275,201,2024-03-22 16:15:00,2024-03-22 17:36:00,81,Swimming,7,Came with friend
